machine_id,time_cycles,sensor_temp,sensor_pressure,sensor_vibration,op_mode,op_setting,RUL
M-004,42,491.59,48.55,0.0635,30.0,0.5,99
M-004,43,492.33,47.97,0.0751,20.0,0.1,98
M-004,44,493.1,48.32,0.0731,20.0,0.1,97
M-004,45,492.95,48.29,0.0696,20.0,0.5,96
M-004,46,492.33,47.95,0.0671,20.0,0.9,95
M-004,47,491.57,48.09,0.0691,20.0,0.1,94
M-004,48,492.09,48.45,0.0733,10.0,0.1,93
M-004,49,492.3,47.92,0.0689,30.0,0.9,92
M-004,50,492.87,48.15,0.0783,20.0,0.5,91
M-004,51,493.06,47.95,0.0758,20.0,0.5,90
M-004,52,492.99,47.89,0.0742,30.0,0.5,89
M-004,53,492.25,48.03,0.0696,10.0,0.9,88
M-004,54,493.36,48.21,0.0796,20.0,0.5,87
M-004,55,493.07,48.22,0.0651,10.0,0.1,86
M-004,56,492.85,48.05,0.0708,20.0,0.5,85
M-004,57,493.07,48.17,0.0755,30.0,0.1,84
M-004,58,493.61,48.1,0.0778,10.0,0.9,83
M-004,59,493.81,48.17,0.0782,20.0,0.1,82
M-004,60,493.51,47.94,0.077,10.0,0.5,81
M-004,61,493.5,47.67,0.0839,30.0,0.9,80
M-004,62,493.44,47.89,0.0755,30.0,0.1,79
M-004,63,494.31,47.74,0.0783,10.0,0.5,78
M-004,64,494.03,47.98,0.0805,10.0,0.1,77
M-004,65,494.22,47.71,0.0834,20.0,0.1,76
M-004,66,493.69,47.64,0.092,10.0,0.1,75
M-004,67,493.64,47.39,0.0742,10.0,0.5,74
M-004,68,494.24,47.59,0.0786,10.0,0.9,73
M-004,69,494.68,47.12,0.0839,30.0,0.1,72
M-004,70,494.4,47.57,0.0877,20.0,0.1,71
M-004,71,495.03,47.39,0.0863,20.0,0.9,70
M-004,72,495.38,47.35,0.087,30.0,0.5,69
M-004,73,494.15,47.37,0.0777,10.0,0.1,68
M-004,74,494.47,47.26,0.0915,10.0,0.5,67
M-004,75,495.83,47.75,0.0915,30.0,0.9,66
M-004,76,496.05,47.48,0.0927,10.0,0.5,65
M-004,77,495.33,47.34,0.087,30.0,0.5,64
M-004,78,496.49,47.3,0.091,30.0,0.1,63
M-004,79,496.47,47.32,0.0959,20.0,0.1,62
M-004,80,496.52,47.32,0.0882,30.0,0.5,61
M-004,81,495.08,46.96,0.0934,30.0,0.9,60
M-004,82,495.96,46.88,0.0984,10.0,0.9,59
M-004,83,495.78,47.16,0.0999,10.0,0.5,58
M-004,84,495.98,46.81,0.095,20.0,0.5,57
M-004,85,495.34,47.02,0.1068,10.0,0.5,56
M-004,86,496.28,47.11,0.0944,20.0,0.5,55
M-004,87,495.3,47.2,0.0912,30.0,0.1,54
M-004,88,496.41,46.38,0.1022,20.0,0.1,53
M-004,89,496.7,46.88,0.098,30.0,0.9,52
M-004,90,496.0,46.8,0.0977,20.0,0.5,51
M-004,91,497.22,46.6,0.1021,20.0,0.5,50
M-004,92,497.37,46.54,0.1053,20.0,0.9,49
M-004,93,497.1,46.32,0.1066,10.0,0.1,48
M-004,94,497.57,46.33,0.1078,20.0,0.9,47
M-004,95,497.27,46.59,0.1035,30.0,0.1,46
M-004,96,497.62,46.48,0.1097,10.0,0.1,45
M-004,97,498.92,46.37,0.1072,20.0,0.5,44
M-004,98,497.61,46.64,0.099,20.0,0.1,43
M-004,99,497.74,46.22,0.102,10.0,0.1,42
M-004,100,498.26,46.21,0.114,10.0,0.1,41
M-004,101,498.64,46.58,0.1025,30.0,0.9,40
M-004,102,498.17,46.14,0.1071,30.0,0.9,39
M-004,103,498.54,46.35,0.117,30.0,0.5,38
M-004,104,499.13,46.16,0.1081,10.0,0.9,37
M-004,105,498.8,46.05,0.1088,20.0,0.9,36
M-004,106,499.87,45.95,0.122,30.0,0.9,35
M-004,107,499.1,46.11,0.1231,20.0,0.9,34
M-004,108,499.87,45.28,0.1252,10.0,0.9,33
M-004,109,499.58,45.95,0.1284,10.0,0.1,32
M-004,110,501.04,45.72,0.1184,10.0,0.5,31
M-004,111,499.7,45.59,0.1221,30.0,0.5,30
M-004,112,500.05,45.78,0.1176,30.0,0.1,29
M-004,113,500.2,45.82,0.1192,10.0,0.9,28
M-004,114,499.9,45.41,0.1238,30.0,0.9,27
M-004,115,500.38,45.76,0.1355,30.0,0.9,26
M-004,116,501.34,45.78,0.1299,30.0,0.5,25
M-004,117,501.23,45.64,0.1324,30.0,0.1,24
M-004,118,500.45,45.33,0.125,10.0,0.1,23
M-004,119,500.96,45.35,0.1313,20.0,0.9,22
M-004,120,501.79,45.12,0.1417,10.0,0.9,21
M-004,121,502.29,45.3,0.1318,30.0,0.1,20
M-004,122,502.26,44.95,0.1297,20.0,0.1,19
M-004,123,502.33,45.15,0.1387,30.0,0.1,18
M-004,124,503.13,44.9,0.1278,20.0,0.1,17
M-004,125,502.46,44.96,0.1428,30.0,0.5,16
M-004,126,502.17,44.91,0.1404,30.0,0.1,15
M-004,127,503.78,44.75,0.1402,20.0,0.9,14
M-004,128,503.19,44.72,0.1439,30.0,0.9,13
M-004,129,503.74,44.5,0.1401,20.0,0.9,12
M-004,130,503.45,44.79,0.1466,30.0,0.9,11
M-004,131,503.68,44.36,0.1416,30.0,0.1,10
M-004,132,503.29,44.4,0.1514,20.0,0.1,9
M-004,133,503.77,44.01,0.1437,20.0,0.5,8
M-004,134,504.86,44.39,0.1498,10.0,0.5,7
M-004,135,504.17,44.29,0.1553,10.0,0.1,6
M-004,136,504.98,44.24,0.1525,10.0,0.1,5
M-004,137,504.84,44.03,0.1566,10.0,0.1,4
M-004,138,505.08,44.08,0.1496,10.0,0.9,3
M-004,139,504.88,43.95,0.1594,30.0,0.5,2
M-004,140,506.71,44.06,0.1524,20.0,0.5,1
M-004,141,505.34,43.84,0.1576,30.0,0.9,0
M-005,1,488.67,51.37,0.0634,10.0,0.1,130
M-005,2,488.69,51.16,0.0551,10.0,0.9,129
M-005,3,488.74,51.47,0.0609,10.0,0.9,128
M-005,4,489.22,51.12,0.0521,10.0,0.5,127
M-005,5,490.04,51.12,0.0631,20.0,0.1,126
M-005,6,488.98,51.52,0.0603,20.0,0.9,125
M-005,7,489.67,51.24,0.0607,30.0,0.5,124
M-005,8,490.19,51.56,0.0632,20.0,0.1,123
M-005,9,489.71,51.28,0.0571,20.0,0.9,122
M-005,10,489.11,51.5,0.0592,20.0,0.1,121
M-005,11,489.27,51.2,0.0633,30.0,0.9,120
M-005,12,489.82,50.87,0.062,20.0,0.5,119
M-005,13,490.04,51.32,0.0573,20.0,0.1,118
M-005,14,489.65,51.16,0.0651,10.0,0.9,117
M-005,15,489.26,50.85,0.063,30.0,0.1,116
M-005,16,490.04,51.32,0.0604,30.0,0.5,115
M-005,17,488.9,50.7,0.0645,20.0,0.5,114
M-005,18,489.83,51.4,0.062,20.0,0.1,113
M-005,19,489.97,50.82,0.0582,30.0,0.1,112
M-005,20,488.59,50.97,0.0697,20.0,0.1,111
M-005,21,489.49,50.96,0.0654,30.0,0.9,110
M-005,22,489.36,51.16,0.0678,30.0,0.1,109
M-005,23,490.85,50.64,0.0675,20.0,0.1,108
M-005,24,489.53,50.92,0.0663,30.0,0.1,107
M-005,25,489.43,50.74,0.0673,10.0,0.1,106
M-005,26,490.05,50.95,0.0598,30.0,0.1,105
M-005,27,489.39,50.98,0.0665,10.0,0.9,104
M-005,28,490.57,50.49,0.0594,30.0,0.5,103
M-005,29,490.01,50.58,0.073,30.0,0.9,102
M-005,30,489.92,51.25,0.063,10.0,0.5,101
M-005,31,491.03,50.94,0.0676,20.0,0.1,100
M-005,32,489.43,51.21,0.0632,30.0,0.5,99
M-005,33,490.57,50.7,0.0616,20.0,0.9,98
M-005,34,490.57,50.58,0.064,30.0,0.5,97
M-005,35,490.58,50.92,0.0568,20.0,0.1,96
M-005,36,491.3,51.19,0.0696,30.0,0.5,95
M-005,37,490.65,50.53,0.0732,20.0,0.1,94
M-005,38,490.6,50.57,0.069,10.0,0.1,93
M-005,39,490.62,50.59,0.0712,30.0,0.1,92
M-005,40,490.45,50.9,0.0683,30.0,0.5,91
M-005,41,489.58,50.75,0.0697,30.0,0.1,90
M-005,42,490.62,50.97,0.0754,10.0,0.5,89
M-005,43,491.21,51.0,0.0728,10.0,0.9,88
M-005,44,491.34,50.55,0.0681,30.0,0.5,87
M-005,45,491.89,50.61,0.0699,30.0,0.1,86
M-005,46,490.04,50.92,0.0671,20.0,0.9,85
M-005,47,490.94,50.41,0.0729,30.0,0.1,84
M-005,48,491.18,50.65,0.0759,10.0,0.1,83
M-005,49,491.46,50.36,0.0727,10.0,0.9,82
M-005,50,492.31,50.45,0.0718,30.0,0.5,81
M-005,51,492.08,50.73,0.0709,30.0,0.5,80
M-005,52,492.55,50.52,0.0749,20.0,0.9,79
M-005,53,492.07,50.43,0.0837,20.0,0.1,78
M-005,54,491.31,50.01,0.0862,20.0,0.1,77
M-005,55,491.02,50.37,0.0834,30.0,0.1,76
M-005,56,492.58,50.41,0.0738,30.0,0.9,75
M-005,57,491.68,50.5,0.0736,30.0,0.9,74
M-005,58,492.22,50.55,0.0851,20.0,0.1,73
M-005,59,493.29,50.23,0.0767,30.0,0.5,72
M-005,60,491.75,50.41,0.0723,10.0,0.1,71
M-005,61,492.52,49.82,0.0819,30.0,0.1,70
M-005,62,493.27,49.86,0.0837,30.0,0.5,69
M-005,63,493.21,50.02,0.091,10.0,0.9,68
M-005,64,491.95,50.26,0.0876,10.0,0.1,67
M-005,65,493.8,49.98,0.0759,30.0,0.9,66
M-005,66,493.12,50.09,0.0794,30.0,0.9,65
M-005,67,493.74,50.03,0.0815,10.0,0.1,64
M-005,68,494.22,49.78,0.0895,10.0,0.5,63
M-005,69,493.0,50.04,0.0912,10.0,0.5,62
M-005,70,493.59,49.81,0.0868,10.0,0.5,61
M-005,71,495.09,49.49,0.0841,30.0,0.9,60
M-005,72,493.41,49.92,0.0874,30.0,0.5,59
M-005,73,494.66,49.37,0.0943,30.0,0.9,58
M-005,74,494.91,49.55,0.0921,30.0,0.1,57
M-005,75,494.5,49.76,0.0936,30.0,0.9,56
M-005,76,494.52,49.86,0.0913,30.0,0.1,55
M-005,77,494.89,49.18,0.0965,30.0,0.1,54
M-005,78,493.72,49.64,0.0983,20.0,0.1,53
M-005,79,495.24,49.37,0.0943,20.0,0.5,52
M-005,80,495.58,49.22,0.0982,30.0,0.9,51
M-005,81,496.0,49.35,0.0966,20.0,0.5,50
M-005,82,495.97,48.97,0.1105,20.0,0.5,49
M-005,83,495.56,49.1,0.0903,20.0,0.5,48
M-005,84,494.6,48.94,0.1166,20.0,0.1,47
M-005,85,495.89,48.85,0.1042,20.0,0.9,46
M-005,86,495.82,48.69,0.1088,20.0,0.1,45
M-005,87,495.67,48.95,0.1089,20.0,0.5,44
M-005,88,496.36,48.94,0.1181,30.0,0.9,43
M-005,89,495.87,49.18,0.1075,10.0,0.9,42
M-005,90,496.63,48.71,0.1042,10.0,0.9,41
M-005,91,497.51,49.06,0.1066,10.0,0.9,40
M-005,92,496.42,49.05,0.1044,20.0,0.5,39
M-005,93,497.26,48.3,0.1086,20.0,0.5,38
M-005,94,497.86,48.48,0.1114,20.0,0.9,37
M-005,95,496.49,48.47,0.1097,10.0,0.5,36
M-005,96,498.04,48.22,0.1073,10.0,0.1,35
M-005,97,498.11,48.75,0.1146,20.0,0.5,34
M-005,98,497.24,48.41,0.1156,10.0,0.9,33
M-005,99,498.0,48.37,0.1123,20.0,0.1,32
M-005,100,498.69,48.17,0.1129,20.0,0.9,31
M-005,101,498.46,48.01,0.1197,10.0,0.1,30
M-005,102,498.37,47.49,0.1134,30.0,0.9,29
M-005,103,498.83,48.05,0.1238,30.0,0.1,28
M-005,104,498.56,48.22,0.1233,10.0,0.1,27
M-005,105,499.11,48.25,0.1249,20.0,0.9,26
M-005,106,500.14,47.99,0.1252,10.0,0.1,25
M-005,107,499.02,47.93,0.1204,20.0,0.9,24
M-005,108,499.8,47.67,0.1254,20.0,0.5,23
M-005,109,500.53,48.1,0.1192,20.0,0.5,22
M-005,110,500.5,47.6,0.1343,30.0,0.9,21
M-005,111,499.3,47.77,0.1326,30.0,0.9,20
M-005,112,499.59,47.59,0.1351,10.0,0.1,19
M-005,113,500.55,47.23,0.131,20.0,0.5,18
M-005,114,500.69,47.54,0.1368,30.0,0.9,17
M-005,115,501.39,47.54,0.1441,30.0,0.1,16
M-005,116,501.52,47.34,0.1394,20.0,0.1,15
M-005,117,501.31,47.57,0.1456,30.0,0.1,14
M-005,118,502.0,47.62,0.1424,10.0,0.5,13
M-005,119,501.62,47.13,0.1355,10.0,0.1,12
M-005,120,502.45,46.94,0.1455,30.0,0.9,11
M-005,121,501.48,46.86,0.1467,30.0,0.5,10
M-005,122,502.02,47.03,0.1546,20.0,0.5,9
M-005,123,502.73,46.65,0.1425,20.0,0.1,8
M-005,124,503.2,46.75,0.1508,20.0,0.5,7
M-005,125,503.16,46.9,0.1476,30.0,0.1,6
M-005,126,503.71,46.32,0.1476,30.0,0.9,5
M-005,127,503.9,46.2,0.1483,20.0,0.5,4
M-005,128,504.35,46.24,0.1604,30.0,0.5,3
M-005,129,504.97,46.24,0.1468,20.0,0.9,2
M-005,130,504.52,46.05,0.1522,30.0,0.1,1
M-005,131,504.62,46.2,0.1598,20.0,0.9,0
M-006,1,490.96,50.55,0.0444,30.0,0.5,137
M-006,2,491.35,50.85,0.0438,20.0,0.9,136
M-006,3,490.94,51.14,0.0448,30.0,0.9,135
M-006,4,491.3,50.67,0.0386,20.0,0.1,134
M-006,5,491.5,50.81,0.0454,20.0,0.1,133
M-006,6,491.58,50.83,0.0489,20.0,0.1,132
M-006,7,490.49,50.77,0.0335,10.0,0.1,131
M-006,8,492.45,50.46,0.0344,30.0,0.9,130
M-006,9,491.49,50.73,0.05,20.0,0.5,129
M-006,10,491.59,50.86,0.0432,10.0,0.5,128
M-006,11,490.93,51.25,0.0483,30.0,0.5,127
M-006,12,491.82,50.69,0.0433,30.0,0.5,126
M-006,13,491.87,50.91,0.0332,20.0,0.5,125
M-006,14,491.75,50.36,0.0369,30.0,0.9,124
M-006,15,491.64,50.68,0.0337,30.0,0.1,123
M-006,16,491.49,50.83,0.0337,20.0,0.5,122
M-006,17,491.84,50.81,0.0308,20.0,0.9,121
M-006,18,491.49,50.73,0.0387,10.0,0.1,120
M-006,19,491.47,50.91,0.0427,20.0,0.9,119
M-006,20,492.14,50.74,0.0368,10.0,0.9,118
M-006,21,491.39,50.86,0.0398,30.0,0.1,117
M-006,22,491.9,50.8,0.0434,20.0,0.5,116
M-006,23,492.05,50.46,0.0432,20.0,0.5,115
M-006,24,492.08,50.62,0.0396,30.0,0.9,114
M-006,25,492.2,50.66,0.0405,30.0,0.9,113
M-006,26,492.05,50.85,0.042,10.0,0.1,112
M-006,27,491.29,50.46,0.0425,10.0,0.5,111
M-006,28,491.63,50.82,0.0507,30.0,0.9,110
M-006,29,492.3,50.23,0.0424,10.0,0.5,109
M-006,30,491.84,50.26,0.0465,30.0,0.9,108
M-006,31,491.72,50.32,0.0339,10.0,0.1,107
M-006,32,491.88,50.43,0.0442,20.0,0.5,106
M-006,33,491.68,50.09,0.0474,20.0,0.5,105
M-006,34,492.69,50.54,0.0443,20.0,0.5,104
M-006,35,492.34,50.72,0.0368,20.0,0.9,103
M-006,36,492.5,50.71,0.0481,30.0,0.1,102
M-006,37,491.95,50.68,0.0437,20.0,0.5,101
M-006,38,492.21,50.2,0.0468,20.0,0.9,100
M-006,39,492.64,50.33,0.0545,10.0,0.9,99
M-006,40,493.21,50.12,0.0514,30.0,0.9,98
M-006,41,492.15,50.3,0.0475,10.0,0.5,97
M-006,42,492.19,50.17,0.0483,10.0,0.1,96
M-006,43,493.38,50.64,0.0474,30.0,0.1,95
M-006,44,492.62,50.21,0.0478,20.0,0.1,94
M-006,45,492.7,50.24,0.0512,20.0,0.9,93
M-006,46,492.81,50.26,0.0492,20.0,0.1,92
M-006,47,492.8,50.42,0.0522,10.0,0.9,91
M-006,48,492.97,50.68,0.0587,30.0,0.9,90
M-006,49,493.72,49.74,0.0522,20.0,0.9,89
M-006,50,493.07,50.02,0.0565,10.0,0.1,88
M-006,51,493.52,50.01,0.0488,20.0,0.5,87
M-006,52,493.05,50.26,0.0562,10.0,0.1,86
M-006,53,493.55,50.41,0.0574,10.0,0.5,85
M-006,54,494.62,49.9,0.0507,30.0,0.1,84
M-006,55,493.56,49.86,0.0502,20.0,0.1,83
M-006,56,493.0,50.04,0.0627,30.0,0.9,82
M-006,57,493.65,50.09,0.0509,10.0,0.9,81
M-006,58,493.51,49.98,0.0538,30.0,0.9,80
M-006,59,494.4,50.08,0.0565,30.0,0.5,79
M-006,60,494.83,49.69,0.0594,10.0,0.5,78
M-006,61,494.31,49.73,0.0545,20.0,0.5,77
M-006,62,494.44,50.04,0.0568,10.0,0.1,76
M-006,63,494.35,50.06,0.0715,10.0,0.5,75
M-006,64,494.15,49.71,0.0597,10.0,0.9,74
M-006,65,495.47,49.75,0.0656,20.0,0.5,73
M-006,66,494.47,49.83,0.0653,30.0,0.5,72
M-006,67,495.28,49.61,0.0695,20.0,0.5,71
M-006,68,494.41,49.74,0.0581,10.0,0.5,70
M-006,69,495.34,49.41,0.067,10.0,0.5,69
M-006,70,494.64,49.3,0.0754,20.0,0.9,68
M-006,71,495.96,49.58,0.0729,10.0,0.1,67
M-006,72,495.28,49.43,0.0664,20.0,0.5,66
M-006,73,495.79,49.46,0.0688,10.0,0.5,65
M-006,74,495.65,49.74,0.0701,10.0,0.1,64
M-006,75,496.02,49.54,0.062,10.0,0.9,63
M-006,76,496.21,49.12,0.0686,30.0,0.9,62
M-006,77,496.12,49.2,0.0708,10.0,0.1,61
M-006,78,494.6,49.26,0.076,30.0,0.5,60
M-006,79,495.86,49.43,0.0788,30.0,0.9,59
M-006,80,496.51,49.14,0.0784,30.0,0.1,58
M-006,81,497.35,48.86,0.0724,30.0,0.9,57
M-006,82,495.49,48.87,0.0745,30.0,0.5,56
M-006,83,495.85,48.91,0.0664,20.0,0.1,55
M-006,84,496.83,49.0,0.0825,30.0,0.1,54
M-006,85,496.63,48.97,0.0867,10.0,0.1,53
M-006,86,497.58,48.79,0.0856,30.0,0.5,52
M-006,87,497.42,48.78,0.0855,30.0,0.1,51
M-006,88,497.87,48.64,0.0843,20.0,0.5,50
M-006,89,497.61,48.52,0.0873,30.0,0.9,49
M-006,90,498.94,48.67,0.0849,30.0,0.5,48
M-006,91,497.89,48.59,0.0838,30.0,0.5,47
M-006,92,498.45,48.41,0.0792,20.0,0.1,46
M-006,93,498.23,48.61,0.0821,30.0,0.1,45
M-006,94,498.94,48.82,0.0876,10.0,0.1,44
M-006,95,498.89,48.63,0.0936,30.0,0.1,43
M-006,96,498.07,48.14,0.094,20.0,0.1,42
M-006,97,498.55,48.26,0.0917,20.0,0.1,41
M-006,98,499.01,48.24,0.0881,20.0,0.5,40
M-006,99,499.12,48.08,0.0931,20.0,0.5,39
M-006,100,499.26,48.47,0.1,20.0,0.5,38
M-006,101,499.52,48.22,0.1059,10.0,0.5,37
M-006,102,499.33,47.73,0.0896,10.0,0.1,36
M-006,103,499.66,48.03,0.1033,10.0,0.9,35
M-006,104,500.38,48.16,0.0982,30.0,0.1,34
M-006,105,499.66,47.7,0.108,20.0,0.1,33
M-006,106,500.42,47.53,0.0951,30.0,0.9,32
M-006,107,500.26,47.98,0.1027,20.0,0.5,31
M-006,108,501.77,47.79,0.0847,20.0,0.5,30
M-006,109,501.27,47.55,0.1014,20.0,0.1,29
M-006,110,501.28,47.74,0.0986,30.0,0.5,28
M-006,111,501.88,47.25,0.1041,20.0,0.9,27
M-006,112,501.99,47.61,0.1124,30.0,0.1,26
M-006,113,501.64,47.15,0.1131,30.0,0.1,25
M-006,114,500.84,47.35,0.1016,20.0,0.1,24
M-006,115,501.69,47.05,0.1064,20.0,0.1,23
M-006,116,501.59,47.25,0.1145,30.0,0.1,22
M-006,117,502.13,47.23,0.1108,10.0,0.1,21
M-006,118,502.35,47.24,0.1161,10.0,0.9,20
M-006,119,502.9,46.85,0.1139,30.0,0.9,19
M-006,120,502.34,46.91,0.113,30.0,0.9,18
M-006,121,502.87,46.84,0.1024,30.0,0.5,17
M-006,122,504.15,46.89,0.1124,10.0,0.9,16
M-006,123,503.38,46.68,0.1246,20.0,0.1,15
M-006,124,503.6,46.88,0.1235,20.0,0.1,14
M-006,125,503.5,46.72,0.1199,10.0,0.1,13
M-006,126,503.8,46.76,0.1272,20.0,0.1,12
M-006,127,504.66,46.75,0.1235,30.0,0.9,11
M-006,128,504.06,46.73,0.1331,30.0,0.9,10
M-006,129,505.4,46.23,0.1258,10.0,0.5,9
M-006,130,504.74,46.47,0.1292,30.0,0.5,8
M-006,131,504.28,46.28,0.1309,20.0,0.5,7
M-006,132,504.86,46.04,0.1327,30.0,0.9,6
M-006,133,505.17,46.44,0.1403,30.0,0.9,5
M-006,134,506.18,46.32,0.1288,20.0,0.5,4
M-006,135,505.72,46.36,0.1427,20.0,0.9,3
M-006,136,506.34,45.82,0.1414,30.0,0.1,2
M-006,137,506.4,45.96,0.1347,30.0,0.5,1
M-006,138,506.61,45.9,0.1277,20.0,0.5,0
M-007,1,493.38,50.42,0.0542,10.0,0.1,144
M-007,2,491.89,50.43,0.0597,20.0,0.1,143
M-007,3,493.1,50.93,0.0644,10.0,0.1,142
M-007,4,493.86,50.36,0.0482,30.0,0.9,141
M-007,5,492.75,50.62,0.0544,20.0,0.9,140
M-007,6,493.03,50.41,0.0621,20.0,0.1,139
M-007,7,492.76,50.4,0.0551,10.0,0.5,138
M-007,8,493.51,50.32,0.0462,20.0,0.1,137
M-007,9,492.68,50.25,0.0553,20.0,0.5,136
M-007,10,492.67,50.54,0.0511,20.0,0.1,135
M-007,11,492.62,50.43,0.054,30.0,0.5,134
M-007,12,491.99,50.77,0.0505,20.0,0.1,133
M-007,13,492.68,50.8,0.0485,30.0,0.9,132
M-007,14,491.94,50.75,0.0519,10.0,0.5,131
M-007,15,492.14,50.68,0.0533,20.0,0.5,130
M-007,16,493.75,50.3,0.0529,10.0,0.9,129
M-007,17,492.84,50.27,0.0569,10.0,0.1,128
M-007,18,492.0,50.85,0.0546,20.0,0.1,127
M-007,19,493.21,50.53,0.0618,30.0,0.5,126
M-007,20,492.88,50.55,0.055,30.0,0.9,125
M-007,21,492.72,50.6,0.056,10.0,0.9,124
M-007,22,492.67,50.44,0.0574,10.0,0.5,123
M-007,23,493.52,50.91,0.0583,30.0,0.9,122
M-007,24,492.99,50.52,0.0569,30.0,0.1,121
M-007,25,493.21,50.64,0.0633,20.0,0.9,120
M-007,26,493.24,50.31,0.061,20.0,0.9,119
M-007,27,493.9,50.06,0.0588,20.0,0.9,118
M-007,28,493.77,50.6,0.0563,30.0,0.5,117
M-007,29,492.45,50.55,0.0559,10.0,0.9,116
M-007,30,493.42,50.47,0.0577,20.0,0.9,115
M-007,31,493.43,50.35,0.062,30.0,0.5,114
M-007,32,493.79,50.27,0.0581,10.0,0.9,113
M-007,33,493.7,50.46,0.063,10.0,0.5,112
M-007,34,493.55,50.39,0.0549,10.0,0.5,111
M-007,35,494.05,50.37,0.072,30.0,0.5,110
M-007,36,493.98,50.2,0.0606,30.0,0.5,109
M-007,37,493.71,50.5,0.0581,30.0,0.1,108
M-007,38,493.61,50.32,0.0631,30.0,0.9,107
M-007,39,493.32,49.99,0.0674,30.0,0.9,106
M-007,40,493.98,50.45,0.0566,10.0,0.1,105
M-007,41,494.61,50.19,0.0534,10.0,0.9,104
M-007,42,493.53,50.28,0.0658,10.0,0.1,103
M-007,43,494.35,50.37,0.0623,30.0,0.5,102
M-007,44,494.41,50.13,0.0696,30.0,0.9,101
M-007,45,494.74,50.34,0.0664,20.0,0.1,100
M-007,46,494.29,50.14,0.058,10.0,0.1,99
M-007,47,493.48,49.56,0.0703,10.0,0.9,98
M-007,48,495.83,50.55,0.0651,20.0,0.1,97
M-007,49,494.22,49.75,0.0752,10.0,0.1,96
M-007,50,494.04,50.16,0.0695,10.0,0.9,95
M-007,51,494.95,49.68,0.066,20.0,0.1,94
M-007,52,495.1,50.15,0.0722,10.0,0.9,93
M-007,53,494.33,49.68,0.0664,10.0,0.9,92
M-007,54,494.29,50.04,0.0706,10.0,0.1,91
M-007,55,494.81,49.92,0.0643,20.0,0.9,90
M-007,56,495.52,49.59,0.0671,20.0,0.5,89
M-007,57,495.05,50.11,0.0683,10.0,0.1,88
M-007,58,495.92,49.71,0.0768,30.0,0.5,87
M-007,59,495.06,49.86,0.0715,20.0,0.5,86
M-007,60,494.28,49.87,0.0739,10.0,0.5,85
M-007,61,495.34,49.81,0.07,20.0,0.1,84
M-007,62,495.64,49.61,0.0784,20.0,0.1,83
M-007,63,495.15,49.42,0.0748,20.0,0.9,82
M-007,64,495.04,49.26,0.0759,10.0,0.9,81
M-007,65,496.42,49.88,0.0703,20.0,0.1,80
M-007,66,496.23,49.36,0.0709,10.0,0.5,79
M-007,67,496.26,49.6,0.083,10.0,0.1,78
M-007,68,495.76,49.58,0.0849,20.0,0.9,77
M-007,69,495.99,49.51,0.0789,30.0,0.5,76
M-007,70,495.37,49.15,0.0723,30.0,0.5,75
M-007,71,496.24,49.33,0.0746,10.0,0.5,74
M-007,72,495.76,49.75,0.0758,20.0,0.5,73
M-007,73,496.54,49.24,0.0838,10.0,0.9,72
M-007,74,496.92,49.54,0.0813,20.0,0.1,71
M-007,75,497.52,49.77,0.0826,20.0,0.1,70
M-007,76,497.28,48.96,0.0807,10.0,0.1,69
M-007,77,496.63,49.46,0.0857,30.0,0.1,68
M-007,78,496.28,48.96,0.077,30.0,0.5,67
M-007,79,497.68,49.4,0.0867,20.0,0.1,66
M-007,80,497.36,49.1,0.0894,10.0,0.9,65
M-007,81,498.21,49.23,0.0912,20.0,0.9,64
M-007,82,497.1,49.13,0.0935,20.0,0.9,63
M-007,83,496.93,49.22,0.089,10.0,0.1,62
M-007,84,497.25,48.91,0.0897,20.0,0.1,61
M-007,85,497.02,48.91,0.0884,20.0,0.1,60
M-007,86,497.45,48.81,0.0996,20.0,0.9,59
M-007,87,498.77,48.77,0.0833,10.0,0.5,58
M-007,88,497.39,48.82,0.0864,10.0,0.1,57
M-007,89,497.48,48.83,0.0921,30.0,0.9,56
M-007,90,498.27,48.64,0.0861,30.0,0.9,55
M-007,91,498.47,48.66,0.0901,20.0,0.5,54
M-007,92,498.97,48.34,0.0932,10.0,0.5,53
M-007,93,498.97,48.21,0.0986,10.0,0.9,52
M-007,94,499.3,48.66,0.0994,20.0,0.5,51
M-007,95,499.66,48.37,0.0983,20.0,0.5,50
M-007,96,498.95,48.43,0.0981,10.0,0.9,49
M-007,97,498.97,48.66,0.0928,30.0,0.1,48
M-007,98,499.25,48.3,0.0988,10.0,0.1,47
M-007,99,500.82,48.13,0.1004,10.0,0.5,46
M-007,100,499.65,48.36,0.1074,10.0,0.1,45
M-007,101,499.81,48.51,0.1086,20.0,0.1,44
M-007,102,500.36,47.92,0.1055,30.0,0.5,43
M-007,103,500.74,48.41,0.1088,20.0,0.5,42
M-007,104,499.35,48.23,0.1037,20.0,0.5,41
M-007,105,500.53,48.21,0.1048,20.0,0.1,40
M-007,106,500.28,47.48,0.1065,30.0,0.1,39
M-007,107,501.19,47.93,0.1088,30.0,0.1,38
M-007,108,500.75,47.6,0.1131,10.0,0.1,37
M-007,109,500.62,47.57,0.1142,10.0,0.5,36
M-007,110,501.15,47.71,0.1182,10.0,0.9,35
M-007,111,501.45,47.49,0.1092,20.0,0.5,34
M-007,112,500.67,47.69,0.1129,30.0,0.1,33
M-007,113,501.32,48.0,0.1223,10.0,0.5,32
